update,step,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,lr
966,1930068,0.00448,2.6281,-0.19809,0.001626,0.3474,0.7095,3.5e-05
967,1932066,0.00823,2.6009,-0.18344,0.003606,0.3332,0.7027,3.4e-05
968,1934064,0.00831,2.61884,-0.21794,0.005426,0.3774,0.4526,3.3e-05
969,1936062,0.01001,2.75433,-0.16838,0.004269,0.3526,0.5922,3.2e-05
970,1938060,0.00389,2.81574,-0.19181,0.002384,0.2708,0.6713,3.1e-05
971,1940058,0.00937,2.6716,-0.20498,0.007142,0.3206,0.7376,3e-05
972,1942056,0.00483,2.63648,-0.19974,0.003075,0.343,0.7444,2.9e-05
973,1944054,0.00516,2.34267,-0.20646,0.001518,0.2403,0.7367,2.8e-05
974,1946052,0.0091,2.55216,-0.18817,0.00478,0.3594,0.6921,2.7e-05
975,1948050,0.00485,2.73878,-0.19075,0.000932,0.3087,0.7134,2.6e-05
976,1950048,0.00629,2.5841,-0.19632,0.002771,0.3183,0.7135,2.5e-05
977,1952046,0.00336,2.679,-0.19347,0.001017,0.2901,0.727,2.4e-05
978,1954044,0.00922,2.67942,-0.20147,0.002486,0.3334,0.7192,2.3e-05
979,1956042,0.00432,3.03197,-0.17627,0.000901,0.1996,0.6387,2.2e-05
980,1958040,0.00659,2.50068,-0.14219,0.002371,0.2895,0.7852,2.1e-05
981,1960038,0.00533,3.03597,-0.19991,0.002002,0.3007,0.7067,2e-05
982,1962036,0.00876,3.10245,-0.17761,0.002609,0.3192,0.657,1.9e-05
983,1964034,0.00394,2.83807,-0.19781,0.001824,0.2918,0.7311,1.8e-05
984,1966032,0.00648,3.24335,-0.21498,0.001642,0.3105,0.6185,1.7e-05
985,1968030,0.00224,3.14122,-0.20473,0.000864,0.2336,0.7158,1.6e-05
986,1970028,0.00947,2.73428,-0.18544,0.004276,0.3534,0.6791,1.5e-05
987,1972026,0.00356,2.5323,-0.19422,0.002166,0.29,0.7744,1.4e-05
988,1974024,0.00533,3.28567,-0.18119,0.000852,0.244,0.6876,1.3e-05
989,1976022,0.0012,2.55912,-0.15226,0.000433,0.2285,0.7492,1.2e-05
990,1978020,0.00156,2.31393,-0.15891,0.000506,0.2449,0.7835,1.1e-05
991,1980018,0.00444,3.14705,-0.14896,0.001259,0.2556,0.6694,1e-05
992,1982016,0.00352,2.7982,-0.16729,0.000566,0.2041,0.7699,9e-06
993,1984014,0.00515,3.09142,-0.21687,0.001583,0.3062,0.5401,8e-06
994,1986012,0.00192,3.54543,-0.21336,0.000477,0.2429,0.6107,7e-06
995,1988010,0.00018,2.50284,-0.18939,0.000353,0.1768,0.7702,6e-06
996,1990008,0.00288,2.61349,-0.23434,0.000611,0.1601,0.7744,5e-06
997,1992006,0.00212,3.09462,-0.18069,0.000227,0.1201,0.6841,4e-06
998,1994004,0.00021,3.00406,-0.19455,0.000218,0.1236,0.7658,3e-06
999,1996002,0.00079,3.52413,-0.15697,0.000163,0.1299,0.6183,2e-06
1000,1998000,0.00091,3.15388,-0.18163,4.9e-05,0.0622,0.6856,1e-06
1001,1999998,-0.00258,3.26198,-0.18576,0.0,0.0,0.8105,0.0
1002,2001996,0.00077,3.02472,-0.18813,0.0,0.0,0.754,0.0
