device: mps
actors: 6 | 333 steps each | 1998 samples per update
ep    10 | step     1200 | reward   -10.80 | avg100   -15.70 |  111.4 steps/s | 0.2 min
ep 11610 | step  1355406 | reward    -1.15 | avg100    92.76 |  101.8 steps/s | 222.0 min
ep 11620 | step  1356750 | reward    -7.91 | avg100    93.05 |  101.7 steps/s | 222.2 min
ep 11630 | step  1358034 | reward   147.15 | avg100    90.58 |  101.8 steps/s | 222.4 min
ep 11640 | step  1359156 | reward   102.72 | avg100    88.73 |  101.7 steps/s | 222.6 min
ep 11650 | step  1360416 | reward   144.76 | avg100    84.74 |  101.8 steps/s | 222.8 min
ep 11660 | step  1361556 | reward   160.59 | avg100    89.42 |  101.8 steps/s | 223.0 min
ep 11670 | step  1362696 | reward    97.18 | avg100    85.37 |  101.7 steps/s | 223.2 min
ep 11680 | step  1364022 | reward    -0.50 | avg100    85.66 |  101.8 steps/s | 223.4 min
ep 11690 | step  1365276 | reward   138.67 | avg100    90.96 |  101.7 steps/s | 223.6 min
ep 11700 | step  1366392 | reward   165.87 | avg100    95.33 |  101.8 steps/s | 223.8 min
ep 11710 | step  1367742 | reward   175.09 | avg100    95.33 |  101.8 steps/s | 224.0 min
ep 11720 | step  1368936 | reward   144.68 | avg100    93.85 |  101.7 steps/s | 224.2 min
ep 11730 | step  1370142 | reward   173.97 | avg100    95.75 |  101.8 steps/s | 224.4 min
ep 11740 | step  1371408 | reward   159.14 | avg100    94.91 |  101.7 steps/s | 224.6 min
ep 11750 | step  1372500 | reward   135.49 | avg100    96.17 |  101.8 steps/s | 224.8 min
ep 11760 | step  1373688 | reward   167.40 | avg100    93.16 |  101.8 steps/s | 225.0 min
ep 11770 | step  1375008 | reward   103.33 | avg100    95.11 |  101.7 steps/s | 225.2 min
ep 11780 | step  1376106 | reward   104.27 | avg100    98.50 |  101.8 steps/s | 225.4 min
ep 11790 | step  1377426 | reward    84.00 | avg100    97.07 |  101.8 steps/s | 225.6 min
ep 11800 | step  1378608 | reward   182.05 | avg100    94.09 |  101.8 steps/s | 225.8 min
ep 11810 | step  1379676 | reward   122.59 | avg100    92.00 |  101.8 steps/s | 226.0 min
ep 11820 | step  1380912 | reward   196.30 | avg100    88.60 |  101.7 steps/s | 226.2 min
ep 11830 | step  1382208 | reward   -51.93 | avg100    87.78 |  101.8 steps/s | 226.4 min
ep 11840 | step  1383264 | reward   -20.77 | avg100    89.89 |  101.7 steps/s | 226.6 min
ep 11850 | step  1384518 | reward   178.63 | avg100    95.84 |  101.8 steps/s | 226.8 min
ep 11860 | step  1385808 | reward   -37.53 | avg100    97.24 |  101.8 steps/s | 227.0 min
ep 11870 | step  1386984 | reward    26.00 | avg100    93.39 |  101.7 steps/s | 227.2 min
ep 11880 | step  1388028 | reward    17.14 | avg100    86.47 |  101.8 steps/s | 227.4 min
ep 11890 | step  1389318 | reward    83.10 | avg100    83.88 |  101.7 steps/s | 227.6 min
ep 11900 | step  1390416 | reward   176.75 | avg100    85.79 |  101.8 steps/s | 227.7 min
ep 11910 | step  1391634 | reward    31.27 | avg100    84.86 |  101.8 steps/s | 227.9 min
ep 11920 | step  1392888 | reward    -2.09 | avg100    85.61 |  101.7 steps/s | 228.2 min
ep 11930 | step  1394166 | reward   108.46 | avg100    81.59 |  101.8 steps/s | 228.4 min
ep 11940 | step  1395126 | reward   -62.57 | avg100    78.53 |  101.7 steps/s | 228.5 min
ep 11950 | step  1396548 | reward   112.93 | avg100    75.77 |  101.8 steps/s | 228.7 min
ep 11960 | step  1397886 | reward    58.73 | avg100    71.49 |  101.8 steps/s | 229.0 min
ep 11970 | step  1398768 | reward    91.56 | avg100    72.62 |  101.7 steps/s | 229.1 min
ep 11980 | step  1400058 | reward    -4.68 | avg100    72.53 |  101.8 steps/s | 229.3 min
ep 11990 | step  1401312 | reward    40.35 | avg100    72.32 |  101.7 steps/s | 229.5 min
ep 12000 | step  1402374 | reward    38.15 | avg100    68.21 |  101.8 steps/s | 229.7 min
ep 12010 | step  1403556 | reward    87.74 | avg100    65.96 |  101.8 steps/s | 229.9 min
ep 12020 | step  1404750 | reward     0.64 | avg100    62.92 |  101.7 steps/s | 230.1 min
ep 12030 | step  1405860 | reward    -2.56 | avg100    62.52 |  101.8 steps/s | 230.3 min
ep 12040 | step  1407120 | reward    11.85 | avg100    58.61 |  101.7 steps/s | 230.5 min
ep 12050 | step  1408206 | reward   121.34 | avg100    51.97 |  101.8 steps/s | 230.7 min
ep 12060 | step  1409580 | reward    65.05 | avg100    53.44 |  101.8 steps/s | 230.9 min
ep 12070 | step  1410738 | reward    77.99 | avg100    55.46 |  101.7 steps/s | 231.1 min
ep 12080 | step  1411902 | reward    89.66 | avg100    61.25 |  101.8 steps/s | 231.3 min
ep 12090 | step  1413258 | reward    48.15 | avg100    58.27 |  101.7 steps/s | 231.5 min
ep 12100 | step  1414428 | reward   104.30 | avg100    62.02 |  101.8 steps/s | 231.7 min
ep 12110 | step  1415580 | reward   146.95 | avg100    66.61 |  101.8 steps/s | 231.9 min
ep 12120 | step  1416870 | reward   -57.42 | avg100    66.64 |  101.7 steps/s | 232.1 min
ep 12130 | step  1418028 | reward    82.84 | avg100    68.24 |  101.8 steps/s | 232.3 min
ep 12140 | step  1419120 | reward    46.50 | avg100    74.19 |  101.7 steps/s | 232.5 min
ep 12150 | step  1420392 | reward   184.05 | avg100    79.87 |  101.8 steps/s | 232.6 min
ep 12160 | step  1421562 | reward   -12.36 | avg100    75.28 |  101.8 steps/s | 232.8 min
ep 12170 | step  1422660 | reward   121.15 | avg100    75.87 |  101.7 steps/s | 233.0 min
ep 12180 | step  1423908 | reward   -18.93 | avg100    71.04 |  101.8 steps/s | 233.2 min
ep 12190 | step  1425138 | reward    18.71 | avg100    71.09 |  101.7 steps/s | 233.4 min
ep 12200 | step  1426194 | reward    20.55 | avg100    69.99 |  101.8 steps/s | 233.6 min
ep 12210 | step  1427448 | reward   168.29 | avg100    71.48 |  101.7 steps/s | 233.8 min
ep 12220 | step  1428600 | reward   -40.66 | avg100    70.21 |  101.7 steps/s | 234.0 min
ep 12230 | step  1429944 | reward    91.54 | avg100    72.35 |  101.8 steps/s | 234.2 min
ep 12240 | step  1431084 | reward   136.30 | avg100    73.69 |  101.7 steps/s | 234.4 min
ep 12250 | step  1432338 | reward   201.12 | avg100    75.32 |  101.8 steps/s | 234.6 min
ep 12260 | step  1433496 | reward     6.72 | avg100    79.30 |  101.7 steps/s | 234.8 min
ep 12270 | step  1434684 | reward    25.00 | avg100    80.22 |  101.7 steps/s | 235.0 min
ep 12280 | step  1435842 | reward   -12.57 | avg100    82.51 |  101.8 steps/s | 235.2 min
ep 12290 | step  1436862 | reward   -22.95 | avg100    77.61 |  101.7 steps/s | 235.4 min
ep 12300 | step  1438110 | reward    53.31 | avg100    75.98 |  101.8 steps/s | 235.6 min
ep 12310 | step  1439460 | reward    99.30 | avg100    72.03 |  101.7 steps/s | 235.8 min
ep 12320 | step  1440570 | reward   142.11 | avg100    75.95 |  101.7 steps/s | 236.0 min
ep 12330 | step  1441710 | reward    55.17 | avg100    71.69 |  101.7 steps/s | 236.2 min
ep 12340 | step  1442778 | reward     5.61 | avg100    65.98 |  101.7 steps/s | 236.3 min
ep 12350 | step  1443846 | reward   138.10 | avg100    57.11 |  101.8 steps/s | 236.5 min
ep 12360 | step  1445052 | reward   -51.54 | avg100    52.31 |  101.7 steps/s | 236.7 min
ep 12370 | step  1446228 | reward   -35.72 | avg100    45.34 |  101.8 steps/s | 236.9 min
ep 12380 | step  1447302 | reward    63.57 | avg100    43.44 |  101.7 steps/s | 237.1 min
ep 12390 | step  1448520 | reward   140.55 | avg100    47.13 |  101.8 steps/s | 237.3 min
ep 12400 | step  1449786 | reward   -14.26 | avg100    41.07 |  101.8 steps/s | 237.5 min
ep 12410 | step  1450902 | reward    -3.60 | avg100    37.04 |  101.7 steps/s | 237.7 min
ep 12420 | step  1452054 | reward    67.66 | avg100    33.52 |  101.8 steps/s | 237.8 min
ep 12430 | step  1453092 | reward    -6.86 | avg100    32.47 |  101.7 steps/s | 238.0 min
ep 12440 | step  1454304 | reward   171.38 | avg100    32.62 |  101.8 steps/s | 238.2 min
ep 12450 | step  1455306 | reward   -40.89 | avg100    31.68 |  101.7 steps/s | 238.4 min
ep 12460 | step  1456632 | reward   -17.70 | avg100    32.33 |  101.7 steps/s | 238.6 min
ep 12470 | step  1457892 | reward   -55.86 | avg100    32.88 |  101.8 steps/s | 238.8 min
ep 12480 | step  1458942 | reward   132.08 | avg100    30.68 |  101.7 steps/s | 239.0 min
ep 12490 | step  1459998 | reward    72.73 | avg100    26.94 |  101.8 steps/s | 239.1 min
ep 12500 | step  1461216 | reward    77.58 | avg100    27.65 |  101.7 steps/s | 239.4 min
ep 12510 | step  1462398 | reward    -4.68 | avg100    27.61 |  101.8 steps/s | 239.5 min
ep 12520 | step  1463478 | reward   106.67 | avg100    26.07 |  101.8 steps/s | 239.7 min
ep 12530 | step  1464702 | reward    92.03 | avg100    28.30 |  101.7 steps/s | 239.9 min
ep 12540 | step  1465764 | reward   102.02 | avg100    29.47 |  101.8 steps/s | 240.1 min
ep 12550 | step  1467024 | reward   -45.52 | avg100    32.39 |  101.7 steps/s | 240.3 min
ep 12560 | step  1468230 | reward   -57.86 | avg100    35.57 |  101.8 steps/s | 240.5 min
ep 12570 | step  1469262 | reward     8.04 | avg100    36.58 |  101.7 steps/s | 240.7 min
ep 12580 | step  1470594 | reward   123.64 | avg100    42.76 |  101.7 steps/s | 240.9 min
ep 12590 | step  1471836 | reward   -24.95 | avg100    45.65 |  101.8 steps/s | 241.1 min
ep 12600 | step  1472772 | reward   114.77 | avg100    49.63 |  101.7 steps/s | 241.2 min
ep 12610 | step  1474122 | reward    62.16 | avg100    53.50 |  101.8 steps/s | 241.4 min
ep 12620 | step  1475460 | reward    44.44 | avg100    55.16 |  101.8 steps/s | 241.7 min
ep 12630 | step  1476504 | reward    78.45 | avg100    57.66 |  101.8 steps/s | 241.8 min
ep 12640 | step  1477740 | reward   142.91 | avg100    61.05 |  101.8 steps/s | 242.1 min
ep 12650 | step  1479072 | reward   133.58 | avg100    62.30 |  101.7 steps/s | 242.3 min
ep 12660 | step  1480014 | reward   -14.21 | avg100    60.38 |  101.8 steps/s | 242.4 min
ep 12670 | step  1481364 | reward   -39.46 | avg100    62.92 |  101.7 steps/s | 242.7 min
ep 12680 | step  1482750 | reward    35.31 | avg100    60.69 |  101.7 steps/s | 242.9 min
ep 12690 | step  1483572 | reward    65.41 | avg100    61.14 |  101.8 steps/s | 243.0 min
ep 12700 | step  1484892 | reward   143.15 | avg100    60.06 |  101.7 steps/s | 243.2 min
ep 12710 | step  1485978 | reward     6.55 | avg100    56.68 |  101.8 steps/s | 243.4 min
ep 12720 | step  1487046 | reward    50.54 | avg100    53.03 |  101.7 steps/s | 243.6 min
ep 12730 | step  1488324 | reward    94.84 | avg100    48.77 |  101.8 steps/s | 243.8 min
ep 12740 | step  1489356 | reward    20.81 | avg100    43.41 |  101.7 steps/s | 244.0 min
ep 12750 | step  1490610 | reward   -42.96 | avg100    40.35 |  101.7 steps/s | 244.2 min
ep 12760 | step  1491918 | reward   -34.14 | avg100    42.66 |  101.8 steps/s | 244.4 min
ep 12770 | step  1492956 | reward    30.14 | avg100    40.92 |  101.7 steps/s | 244.6 min
ep 12780 | step  1493964 | reward   -17.06 | avg100    35.87 |  101.8 steps/s | 244.7 min
ep 12790 | step  1495200 | reward   -38.96 | avg100    32.39 |  101.7 steps/s | 244.9 min
ep 12800 | step  1496550 | reward   -31.98 | avg100    30.56 |  101.7 steps/s | 245.1 min
ep 12810 | step  1497468 | reward    16.45 | avg100    30.97 |  101.8 steps/s | 245.3 min
ep 12820 | step  1498806 | reward    56.72 | avg100    35.09 |  101.7 steps/s | 245.5 min
ep 12830 | step  1500012 | reward    -3.06 | avg100    35.02 |  101.8 steps/s | 245.7 min
ep 12840 | step  1500936 | reward    38.30 | avg100    32.72 |  101.7 steps/s | 245.9 min
ep 12850 | step  1502196 | reward    60.31 | avg100    30.17 |  101.8 steps/s | 246.0 min
ep 12860 | step  1503312 | reward     1.61 | avg100    24.36 |  101.7 steps/s | 246.2 min
ep 12870 | step  1504494 | reward     1.80 | avg100    21.13 |  101.8 steps/s | 246.4 min
ep 12880 | step  1505496 | reward   100.00 | avg100    21.01 |  101.8 steps/s | 246.6 min
ep 12890 | step  1506660 | reward    15.65 | avg100    20.08 |  101.7 steps/s | 246.8 min
ep 12900 | step  1507692 | reward   -18.18 | avg100    18.53 |  101.8 steps/s | 247.0 min
ep 12910 | step  1508844 | reward   -29.22 | avg100    14.32 |  101.7 steps/s | 247.2 min
ep 12920 | step  1509792 | reward    67.88 | avg100    10.60 |  101.8 steps/s | 247.3 min
ep 12930 | step  1510956 | reward     4.18 | avg100     5.95 |  101.7 steps/s | 247.5 min
ep 12940 | step  1512102 | reward    -3.23 | avg100     4.05 |  101.8 steps/s | 247.7 min
ep 12950 | step  1513134 | reward    13.64 | avg100     3.45 |  101.7 steps/s | 247.9 min
ep 12960 | step  1514406 | reward    14.48 | avg100     6.21 |  101.8 steps/s | 248.0 min
ep 12970 | step  1515474 | reward     5.44 | avg100     4.67 |  101.7 steps/s | 248.2 min
ep 12980 | step  1516488 | reward   -23.82 | avg100     4.12 |  101.7 steps/s | 248.4 min
ep 12990 | step  1517688 | reward   -32.23 | avg100     3.71 |  101.8 steps/s | 248.6 min
ep 13000 | step  1518882 | reward    -3.19 | avg100     4.89 |  101.7 steps/s | 248.8 min
ep 13010 | step  1519860 | reward    26.13 | avg100     6.46 |  101.8 steps/s | 248.9 min
ep 13020 | step  1520982 | reward   -53.43 | avg100     4.80 |  101.7 steps/s | 249.1 min
ep 13030 | step  1522104 | reward    22.30 | avg100     7.29 |  101.8 steps/s | 249.3 min
ep 13040 | step  1523112 | reward    65.61 | avg100     8.06 |  101.7 steps/s | 249.5 min
ep 13050 | step  1524300 | reward    -1.70 | avg100     6.99 |  101.8 steps/s | 249.7 min
ep 13060 | step  1525380 | reward    -7.47 | avg100     4.20 |  101.7 steps/s | 249.9 min
ep 13070 | step  1526406 | reward     7.56 | avg100     5.33 |  101.8 steps/s | 250.0 min
ep 13080 | step  1527558 | reward    -1.60 | avg100     5.75 |  101.7 steps/s | 250.2 min
ep 13090 | step  1528758 | reward   -49.23 | avg100     6.46 |  101.7 steps/s | 250.4 min
ep 13100 | step  1529664 | reward     3.61 | avg100     4.57 |  101.8 steps/s | 250.6 min
ep 13110 | step  1530858 | reward   -20.68 | avg100     1.95 |  101.7 steps/s | 250.8 min
ep 13120 | step  1532064 | reward   -40.71 | avg100     2.53 |  101.8 steps/s | 250.9 min
ep 13130 | step  1532928 | reward     3.98 | avg100     1.96 |  101.7 steps/s | 251.1 min
ep 13140 | step  1534194 | reward     1.11 | avg100     1.31 |  101.8 steps/s | 251.3 min
ep 13150 | step  1535496 | reward     0.39 | avg100     3.67 |  101.7 steps/s | 251.5 min
ep 13160 | step  1536384 | reward    -7.22 | avg100     2.95 |  101.8 steps/s | 251.6 min
ep 13170 | step  1537572 | reward    -0.74 | avg100     3.24 |  101.7 steps/s | 251.9 min
ep 13180 | step  1538772 | reward   -52.22 | avg100     1.35 |  101.7 steps/s | 252.1 min
ep 13190 | step  1539822 | reward   -54.97 | avg100     2.65 |  101.8 steps/s | 252.2 min
ep 13200 | step  1540722 | reward   -15.15 | avg100     1.71 |  101.7 steps/s | 252.4 min
ep 13210 | step  1541874 | reward   -38.76 | avg100     2.32 |  101.8 steps/s | 252.5 min
ep 13220 | step  1543056 | reward    11.38 | avg100     2.96 |  101.7 steps/s | 252.8 min
ep 13230 | step  1543926 | reward   -10.60 | avg100     0.92 |  101.8 steps/s | 252.9 min
ep 13240 | step  1545042 | reward   -26.36 | avg100    -0.21 |  101.7 steps/s | 253.1 min
ep 13250 | step  1546218 | reward    -8.67 | avg100    -2.77 |  101.8 steps/s | 253.3 min
ep 13260 | step  1547280 | reward    25.98 | avg100    -1.18 |  101.7 steps/s | 253.4 min
ep 13270 | step  1548360 | reward    44.26 | avg100    -1.87 |  101.8 steps/s | 253.6 min
ep 13280 | step  1549446 | reward   -23.52 | avg100    -0.98 |  101.8 steps/s | 253.8 min
ep 13290 | step  1550472 | reward    29.69 | avg100    -3.31 |  101.7 steps/s | 254.0 min
ep 13300 | step  1551576 | reward   -53.68 | avg100    -3.34 |  101.8 steps/s | 254.1 min
ep 13310 | step  1552692 | reward    19.36 | avg100    -2.55 |  101.7 steps/s | 254.3 min
ep 13320 | step  1553646 | reward     4.55 | avg100    -3.40 |  101.8 steps/s | 254.5 min
ep 13330 | step  1554738 | reward    32.87 | avg100    -2.68 |  101.7 steps/s | 254.7 min
ep 13340 | step  1555896 | reward    -7.95 | avg100    -1.77 |  101.8 steps/s | 254.8 min
ep 13350 | step  1556910 | reward   -43.33 | avg100    -1.53 |  101.7 steps/s | 255.0 min
ep 13360 | step  1558128 | reward    -4.96 | avg100    -2.57 |  101.8 steps/s | 255.2 min
ep 13370 | step  1559094 | reward    20.16 | avg100    -2.78 |  101.8 steps/s | 255.4 min
ep 13380 | step  1560264 | reward    -2.26 | avg100    -3.70 |  101.8 steps/s | 255.5 min
ep 13390 | step  1561344 | reward     6.80 | avg100    -1.62 |  101.8 steps/s | 255.7 min
ep 13400 | step  1562454 | reward     1.98 | avg100    -1.67 |  101.7 steps/s | 255.9 min
ep 13410 | step  1563450 | reward   -35.88 | avg100    -3.17 |  101.8 steps/s | 256.1 min
ep 13420 | step  1564518 | reward   -20.40 | avg100    -1.35 |  101.7 steps/s | 256.3 min
ep 13430 | step  1565856 | reward    -3.97 | avg100    -0.11 |  101.8 steps/s | 256.5 min
ep 13440 | step  1566726 | reward    -4.42 | avg100     1.01 |  101.8 steps/s | 256.6 min
ep 13450 | step  1568064 | reward   -39.71 | avg100     5.00 |  101.8 steps/s | 256.8 min
ep 13460 | step  1569270 | reward    43.36 | avg100     6.96 |  101.8 steps/s | 257.0 min
ep 13470 | step  1570284 | reward    10.59 | avg100     7.96 |  101.8 steps/s | 257.2 min
ep 13480 | step  1571424 | reward   -15.94 | avg100     7.55 |  101.8 steps/s | 257.4 min
ep 13490 | step  1572480 | reward   -10.60 | avg100     8.58 |  101.7 steps/s | 257.6 min
ep 13500 | step  1573578 | reward    36.53 | avg100     9.70 |  101.8 steps/s | 257.7 min
ep 13510 | step  1575018 | reward    22.01 | avg100    13.21 |  101.8 steps/s | 258.0 min
ep 13520 | step  1575888 | reward   -12.09 | avg100    13.91 |  101.8 steps/s | 258.1 min
ep 13530 | step  1577124 | reward   -32.86 | avg100    13.32 |  101.8 steps/s | 258.3 min
ep 13540 | step  1578384 | reward    71.82 | avg100    14.29 |  101.8 steps/s | 258.5 min
ep 13550 | step  1579500 | reward    35.04 | avg100    12.78 |  101.8 steps/s | 258.7 min
ep 13560 | step  1580496 | reward     1.12 | avg100    13.40 |  101.7 steps/s | 258.9 min
ep 13570 | step  1581846 | reward    95.29 | avg100    16.17 |  101.8 steps/s | 259.1 min
ep 13580 | step  1583082 | reward   -50.00 | avg100    17.58 |  101.7 steps/s | 259.3 min
ep 13590 | step  1584090 | reward    69.28 | avg100    19.56 |  101.8 steps/s | 259.5 min
ep 13600 | step  1585374 | reward    -3.29 | avg100    25.12 |  101.8 steps/s | 259.7 min
ep 13610 | step  1586484 | reward   -24.26 | avg100    24.10 |  101.7 steps/s | 259.9 min
ep 13620 | step  1587624 | reward    98.56 | avg100    26.38 |  101.8 steps/s | 260.0 min
ep 13630 | step  1588842 | reward    37.58 | avg100    27.17 |  101.7 steps/s | 260.3 min
ep 13640 | step  1589922 | reward   -45.32 | avg100    27.47 |  101.8 steps/s | 260.4 min
ep 13650 | step  1590984 | reward   -15.71 | avg100    27.46 |  101.7 steps/s | 260.6 min
ep 13660 | step  1592304 | reward   107.02 | avg100    29.97 |  101.8 steps/s | 260.8 min
ep 13670 | step  1593474 | reward    53.57 | avg100    29.69 |  101.8 steps/s | 261.0 min
ep 13680 | step  1594614 | reward    39.07 | avg100    31.59 |  101.7 steps/s | 261.2 min
ep 13690 | step  1595652 | reward   128.07 | avg100    30.37 |  101.8 steps/s | 261.4 min
ep 13700 | step  1596978 | reward    -4.16 | avg100    28.98 |  101.7 steps/s | 261.6 min
ep 13710 | step  1598184 | reward   -32.90 | avg100    32.55 |  101.8 steps/s | 261.8 min
ep 13720 | step  1599102 | reward   -30.00 | avg100    28.14 |  101.7 steps/s | 261.9 min
ep 13730 | step  1600296 | reward     6.52 | avg100    27.66 |  101.8 steps/s | 262.1 min
ep 13740 | step  1601340 | reward   -30.94 | avg100    24.66 |  101.8 steps/s | 262.3 min
ep 13750 | step  1602444 | reward    -9.13 | avg100    20.71 |  101.7 steps/s | 262.5 min
ep 13760 | step  1603296 | reward   -12.14 | avg100    13.79 |  101.8 steps/s | 262.6 min
ep 13770 | step  1604364 | reward   -10.44 | avg100     8.85 |  101.8 steps/s | 262.8 min
ep 13780 | step  1605528 | reward    -4.75 | avg100     5.20 |  101.8 steps/s | 263.0 min
ep 13790 | step  1606326 | reward   -25.26 | avg100     1.19 |  101.8 steps/s | 263.1 min
ep 13800 | step  1607562 | reward   -19.85 | avg100    -4.06 |  101.8 steps/s | 263.3 min
ep 13810 | step  1608606 | reward   -10.92 | avg100   -10.95 |  101.7 steps/s | 263.5 min
ep 13820 | step  1609620 | reward   -10.62 | avg100   -11.89 |  101.8 steps/s | 263.6 min
ep 13830 | step  1610580 | reward   -11.97 | avg100   -13.93 |  101.7 steps/s | 263.8 min
ep 13840 | step  1611606 | reward   -40.66 | avg100   -14.62 |  101.8 steps/s | 264.0 min
ep 13850 | step  1612722 | reward   -31.39 | avg100   -13.63 |  101.8 steps/s | 264.2 min
ep 13860 | step  1613730 | reward   -27.02 | avg100   -13.32 |  101.8 steps/s | 264.3 min
ep 13870 | step  1614768 | reward    -8.99 | avg100   -13.49 |  101.8 steps/s | 264.5 min
ep 13880 | step  1615920 | reward   -13.55 | avg100   -13.73 |  101.8 steps/s | 264.7 min
ep 13890 | step  1616754 | reward    -8.64 | avg100   -14.36 |  101.8 steps/s | 264.8 min
ep 13900 | step  1617924 | reward    -8.83 | avg100   -14.93 |  101.8 steps/s | 265.0 min
ep 13910 | step  1618962 | reward   -13.80 | avg100   -14.01 |  101.8 steps/s | 265.2 min
ep 13920 | step  1619844 | reward   -41.81 | avg100   -14.41 |  101.8 steps/s | 265.3 min
ep 13930 | step  1620924 | reward   -13.99 | avg100   -14.56 |  101.8 steps/s | 265.5 min
ep 13940 | step  1622040 | reward    -8.86 | avg100   -14.54 |  101.8 steps/s | 265.7 min
ep 13950 | step  1622946 | reward   -15.81 | avg100   -15.91 |  101.8 steps/s | 265.8 min
ep 13960 | step  1624008 | reward   -12.04 | avg100   -16.45 |  101.8 steps/s | 266.0 min
ep 13970 | step  1625070 | reward   -16.67 | avg100   -15.61 |  101.8 steps/s | 266.2 min
ep 13980 | step  1626084 | reward    52.78 | avg100   -15.08 |  101.8 steps/s | 266.3 min
ep 13990 | step  1627236 | reward    -4.89 | avg100   -15.59 |  101.8 steps/s | 266.5 min
ep 14000 | step  1628178 | reward    -5.89 | avg100   -16.78 |  101.8 steps/s | 266.7 min
ep 14010 | step  1629108 | reward   -11.35 | avg100   -17.37 |  101.8 steps/s | 266.8 min
ep 14020 | step  1630236 | reward   -16.75 | avg100   -17.78 |  101.8 steps/s | 267.0 min
ep 14030 | step  1631184 | reward   -18.11 | avg100   -18.28 |  101.8 steps/s | 267.2 min
ep 14040 | step  1632258 | reward   -27.04 | avg100   -18.70 |  101.8 steps/s | 267.3 min
ep 14050 | step  1633332 | reward   -16.88 | avg100   -17.31 |  101.8 steps/s | 267.5 min
ep 14060 | step  1634250 | reward    -2.56 | avg100   -16.12 |  101.8 steps/s | 267.6 min
ep 14070 | step  1635336 | reward   -10.09 | avg100   -16.62 |  101.8 steps/s | 267.8 min
ep 14080 | step  1636338 | reward   -11.03 | avg100   -17.74 |  101.8 steps/s | 268.0 min
ep 14090 | step  1637454 | reward    -5.80 | avg100   -17.18 |  101.8 steps/s | 268.2 min
ep 14100 | step  1638354 | reward   -41.94 | avg100   -16.50 |  101.8 steps/s | 268.3 min
ep 14110 | step  1639398 | reward    -4.71 | avg100   -16.76 |  101.8 steps/s | 268.5 min
ep 14120 | step  1640532 | reward   -34.06 | avg100   -15.46 |  101.8 steps/s | 268.7 min
ep 14130 | step  1641474 | reward    -9.12 | avg100   -15.50 |  101.8 steps/s | 268.8 min
ep 14140 | step  1642554 | reward    -5.97 | avg100   -15.15 |  101.8 steps/s | 269.0 min
ep 14150 | step  1643544 | reward   -10.57 | avg100   -15.89 |  101.8 steps/s | 269.2 min
ep 14160 | step  1644558 | reward    21.08 | avg100   -16.23 |  101.8 steps/s | 269.4 min
ep 14170 | step  1645626 | reward    -1.36 | avg100   -16.20 |  101.8 steps/s | 269.5 min
ep 14180 | step  1646694 | reward    28.11 | avg100   -14.75 |  101.8 steps/s | 269.7 min
ep 14190 | step  1647768 | reward     8.59 | avg100   -13.65 |  101.8 steps/s | 269.9 min
ep 14200 | step  1648650 | reward   -15.77 | avg100   -12.80 |  101.8 steps/s | 270.0 min
ep 14210 | step  1649802 | reward   -25.53 | avg100   -11.58 |  101.8 steps/s | 270.2 min
ep 14220 | step  1650888 | reward    -3.98 | avg100   -11.10 |  101.8 steps/s | 270.4 min
ep 14230 | step  1651836 | reward   -49.37 | avg100   -11.12 |  101.8 steps/s | 270.5 min
ep 14240 | step  1652880 | reward   -21.58 | avg100   -11.65 |  101.8 steps/s | 270.7 min
ep 14250 | step  1653972 | reward   -10.62 | avg100   -10.92 |  101.8 steps/s | 270.9 min
ep 14260 | step  1655028 | reward   -44.14 | avg100   -11.46 |  101.8 steps/s | 271.1 min
ep 14270 | step  1655922 | reward   -12.86 | avg100   -11.30 |  101.8 steps/s | 271.2 min
ep 14280 | step  1657056 | reward   -33.33 | avg100   -12.78 |  101.8 steps/s | 271.4 min
ep 14290 | step  1658058 | reward   -23.14 | avg100   -13.96 |  101.8 steps/s | 271.5 min
ep 14300 | step  1659162 | reward   -12.75 | avg100   -13.53 |  101.8 steps/s | 271.7 min
ep 14310 | step  1660224 | reward    -4.16 | avg100   -13.33 |  101.8 steps/s | 271.9 min
ep 14320 | step  1661268 | reward   -12.26 | avg100   -13.58 |  101.8 steps/s | 272.1 min
ep 14330 | step  1662330 | reward    -9.14 | avg100   -12.73 |  101.8 steps/s | 272.2 min
ep 14340 | step  1663488 | reward    11.01 | avg100   -11.57 |  101.8 steps/s | 272.4 min
ep 14350 | step  1664310 | reward   -48.25 | avg100   -12.13 |  101.8 steps/s | 272.6 min
ep 14360 | step  1665528 | reward   -28.28 | avg100   -12.11 |  101.8 steps/s | 272.8 min
ep 14370 | step  1666500 | reward    -1.74 | avg100   -11.98 |  101.8 steps/s | 273.0 min
ep 14380 | step  1667406 | reward   -17.70 | avg100   -11.51 |  101.8 steps/s | 273.1 min
ep 14390 | step  1668600 | reward    -4.68 | avg100   -10.75 |  101.8 steps/s | 273.3 min
ep 14400 | step  1669536 | reward   -14.26 | avg100   -11.82 |  101.8 steps/s | 273.4 min
ep 14410 | step  1670466 | reward   -11.27 | avg100   -12.75 |  101.8 steps/s | 273.6 min
ep 14420 | step  1671630 | reward   -20.83 | avg100   -13.24 |  101.8 steps/s | 273.8 min
ep 14430 | step  1672662 | reward   -26.77 | avg100   -14.34 |  101.8 steps/s | 274.0 min
ep 14440 | step  1673700 | reward    -0.95 | avg100   -13.64 |  101.8 steps/s | 274.1 min
ep 14450 | step  1674840 | reward    -9.85 | avg100   -13.11 |  101.8 steps/s | 274.3 min
